Tiempo_min,Voltaje_V,Corriente_A,mAh_Consumidos
80.27,7.20,0.83,1034.20


80.28,7.20,0.78,1034.42


80.30,7.20,0.73,1034.63


80.32,7.18,0.75,1034.84


80.33,7.19,0.83,1035.07


80.35,7.20,0.86,1035.32


80.37,7.20,0.81,1035.54


80.38,7.18,0.65,1035.73


80.40,7.19,0.67,1035.92


80.42,7.19,0.96,1036.19


80.44,7.20,0.67,1036.38


80.45,7.18,0.70,1036.58


80.47,7.19,0.73,1036.78


80.49,7.18,0.65,1036.97


80.50,7.19,0.75,1037.18


80.52,7.20,0.70,1037.38


80.54,7.18,0.86,1037.62


80.55,7.19,0.67,1037.81


80.57,7.20,0.75,1038.02


80.59,7.20,0.99,1038.30


80.60,7.19,0.70,1038.50


80.62,7.19,0.73,1038.70


80.64,7.18,0.73,1038.91


80.66,7.18,0.73,1039.11


80.67,7.20,0.75,1039.33


80.69,7.20,0.78,1039.55


80.71,7.19,0.89,1039.80


80.72,7.20,0.91,1040.05


80.74,7.17,0.86,1040.30


80.76,7.20,0.89,1040.55


80.77,7.19,0.81,1040.77


80.79,7.20,0.78,1040.99


80.81,7.18,0.73,1041.20


80.82,7.19,0.81,1041.43


80.84,7.19,0.81,1041.65


80.86,7.18,0.70,1041.85


80.88,7.20,0.75,1042.06


80.89,7.19,0.81,1042.29


80.91,7.17,0.81,1042.52


80.93,7.18,0.86,1042.76


80.94,7.19,0.67,1042.95


80.96,7.19,0.83,1043.19


80.98,7.21,0.75,1043.40


80.99,7.19,0.81,1043.63


81.01,7.18,0.81,1043.85


81.03,7.20,0.67,1044.04


81.04,7.18,0.65,1044.23


81.06,7.20,0.67,1044.42


81.08,7.18,0.81,1044.64


81.10,7.20,0.86,1044.89


81.11,7.19,0.83,1045.12


81.13,7.18,0.70,1045.32


81.15,7.20,0.67,1045.51


81.16,7.16,0.75,1045.72


81.18,7.17,0.81,1045.95


81.20,7.20,0.83,1046.18


81.21,7.19,0.83,1046.42


81.23,7.20,0.60,1046.59


81.25,7.18,0.78,1046.81


81.26,7.20,0.70,1047.01


81.28,7.19,0.78,1047.23


81.30,7.19,0.89,1047.48


81.32,7.20,0.62,1047.65


81.33,7.18,0.81,1047.88


81.35,7.18,0.73,1048.08


81.37,7.18,0.67,1048.27


81.38,7.18,0.81,1048.50


81.40,7.19,0.70,1048.70


81.42,7.19,0.65,1048.88


81.43,7.18,0.70,1049.08


81.45,7.18,0.65,1049.26


81.47,7.18,0.67,1049.45


81.48,7.20,0.73,1049.66


81.50,7.19,0.86,1049.90


81.52,7.18,0.73,1050.10


81.54,7.19,0.75,1050.32


81.55,7.17,0.67,1050.51


81.57,7.19,0.78,1050.73


81.59,7.19,0.78,1050.95


81.60,7.19,0.91,1051.20


81.62,7.19,0.75,1051.42


81.64,7.20,0.62,1051.59


81.65,7.18,0.67,1051.78


81.67,7.20,0.78,1052.00


81.69,7.18,0.70,1052.20


81.70,7.21,0.75,1052.41


81.72,7.18,0.67,1052.60


81.74,7.19,0.75,1052.82


81.76,7.18,0.78,1053.04


81.77,7.19,0.73,1053.24


81.79,7.19,0.75,1053.45


81.81,7.20,0.70,1053.65


81.82,7.17,0.86,1053.89


81.84,7.17,0.75,1054.11


81.86,7.19,0.78,1054.33


81.87,7.16,0.75,1054.54


81.89,7.18,0.70,1054.74


81.91,7.20,0.86,1054.98


81.92,7.18,0.89,1055.23


81.94,7.17,0.78,1055.45


81.96,7.16,0.75,1055.66


81.98,7.18,0.65,1055.84


81.99,7.20,0.81,1056.07


82.01,7.18,0.81,1056.30


82.03,7.17,0.73,1056.50


82.04,7.19,0.86,1056.75


82.06,7.18,0.75,1056.96


82.08,7.18,0.62,1057.13


82.09,7.18,0.89,1057.38


82.11,7.19,0.73,1057.59


82.13,7.19,0.78,1057.81


82.14,7.18,0.81,1058.04


82.16,7.16,0.83,1058.27


82.18,7.17,0.65,1058.45


82.20,7.18,0.78,1058.67


82.21,7.18,0.67,1058.86


82.23,7.19,0.70,1059.06


82.25,7.17,0.81,1059.29


82.26,7.17,1.02,1059.58


82.28,7.17,0.86,1059.82


82.30,7.19,0.86,1060.06


82.31,7.17,0.73,1060.27


82.33,7.20,0.86,1060.51


82.35,7.20,0.65,1060.69


82.36,7.18,0.73,1060.90


82.38,7.19,0.75,1061.11


82.40,7.18,0.81,1061.34


82.42,7.17,0.86,1061.58


82.43,7.18,0.70,1061.78


82.45,7.17,0.81,1062.00


82.47,7.17,0.75,1062.22


82.48,7.17,0.70,1062.42


82.50,7.16,0.94,1062.68


82.52,7.16,0.81,1062.91


82.53,7.17,0.83,1063.14


82.55,7.19,0.67,1063.33


82.57,7.15,0.67,1063.52


82.58,7.18,0.81,1063.75


82.60,7.18,0.78,1063.97


82.62,7.17,0.75,1064.18


82.64,7.16,0.89,1064.43


82.65,7.19,0.70,1064.63


82.67,7.17,0.73,1064.84


82.69,7.18,0.91,1065.09


82.70,7.18,0.81,1065.32


82.72,7.17,0.86,1065.56


82.74,7.18,0.78,1065.78


82.75,7.20,0.78,1066.00


82.77,7.19,0.89,1066.25


82.79,7.18,0.78,1066.47


82.80,7.17,0.60,1066.64


82.82,7.17,0.81,1066.87


82.84,7.18,0.81,1067.10


82.86,7.18,0.83,1067.33


82.87,7.18,0.70,1067.53


82.89,7.17,0.70,1067.73


82.91,7.18,0.67,1067.92


82.92,7.18,0.81,1068.14


82.94,7.18,0.73,1068.35


82.96,7.19,0.67,1068.54


82.97,7.16,0.89,1068.79


82.99,7.19,0.75,1069.00


83.01,7.18,0.75,1069.21


83.02,7.18,0.78,1069.43


83.04,7.18,0.70,1069.63


83.06,7.16,0.81,1069.86


83.08,7.17,0.67,1070.05


83.09,7.17,0.70,1070.25


83.11,7.19,0.78,1070.47


83.13,7.17,0.70,1070.67


83.14,7.16,0.78,1070.89


83.16,7.18,0.86,1071.13


83.18,7.18,0.73,1071.33


83.19,7.16,0.81,1071.56


83.21,7.18,0.86,1071.80


83.23,7.17,0.73,1072.01


83.24,7.19,0.78,1072.23


83.26,7.18,0.67,1072.42


83.28,7.18,0.70,1072.62


83.30,7.18,0.86,1072.86


83.31,7.17,0.86,1073.10


83.33,7.18,0.65,1073.28


83.35,7.17,0.89,1073.53


83.36,7.16,0.81,1073.76


83.38,7.18,0.70,1073.96


83.40,7.18,0.65,1074.14


83.41,7.16,0.75,1074.35


83.43,7.16,0.78,1074.57


83.45,7.16,0.75,1074.79


83.46,7.19,0.67,1074.98


83.48,7.18,0.62,1075.15


83.50,7.17,0.78,1075.37


83.52,7.16,0.70,1075.57


83.53,7.18,0.91,1075.83


83.55,7.17,0.86,1076.07


83.57,7.17,0.70,1076.27


83.58,7.19,0.81,1076.50


83.60,7.17,0.78,1076.72


83.62,7.18,0.70,1076.91


83.63,7.18,0.86,1077.16


83.65,7.16,0.60,1077.32


83.67,7.17,0.81,1077.55


83.68,7.17,0.75,1077.76


83.70,7.16,0.81,1077.99


83.72,7.16,0.86,1078.23


83.74,7.16,0.83,1078.47


83.75,7.18,0.75,1078.68


83.77,7.17,0.78,1078.90


83.79,7.16,0.67,1079.09


83.80,7.16,0.89,1079.34


83.82,7.17,0.83,1079.58


83.84,7.16,0.67,1079.77


83.85,7.18,0.81,1079.99


83.87,7.18,0.70,1080.19


83.89,7.16,0.65,1080.37


83.90,7.17,0.73,1080.58


83.92,7.17,0.78,1080.80


83.94,7.17,0.86,1081.04


83.96,7.18,0.75,1081.25


83.97,7.17,0.81,1081.48


83.99,7.16,0.73,1081.69


84.01,7.16,0.81,1081.92


84.02,7.18,0.73,1082.12


84.04,7.17,0.99,1082.40


84.06,7.16,0.89,1082.65


84.07,7.16,0.70,1082.85


84.09,7.18,0.78,1083.07


84.11,7.16,0.83,1083.30


84.12,7.16,0.78,1083.52


84.14,7.15,0.81,1083.75


84.16,7.16,0.81,1083.98


84.18,7.16,0.75,1084.19


84.19,7.16,0.73,1084.40


84.21,7.16,0.78,1084.61


84.23,7.17,0.62,1084.79


84.24,7.16,0.73,1085.00


84.26,7.16,0.89,1085.25


84.28,7.16,0.65,1085.43


84.29,7.18,0.78,1085.65


84.31,7.16,0.89,1085.90


84.33,7.16,0.73,1086.10


84.34,7.16,0.70,1086.30


84.36,7.15,0.83,1086.54


84.38,7.16,0.91,1086.79


84.40,7.17,0.73,1087.00


84.41,7.16,0.86,1087.24


84.43,7.16,0.75,1087.45


84.45,7.17,0.60,1087.62


84.46,7.16,0.78,1087.84


84.48,7.17,0.75,1088.05


84.50,7.18,0.91,1088.31


84.51,7.15,0.86,1088.55


84.53,7.18,0.73,1088.76


84.55,7.15,0.65,1088.94


84.56,7.16,0.70,1089.14


84.58,7.17,0.57,1089.30


84.60,7.16,0.62,1089.47


84.62,7.16,0.78,1089.69


84.63,7.16,0.75,1089.91


84.65,7.16,0.67,1090.10


84.67,7.16,0.86,1090.34


84.68,7.16,0.86,1090.58


84.70,7.16,0.83,1090.82


84.72,7.17,0.65,1091.00


84.73,7.16,0.83,1091.23


84.75,7.16,0.83,1091.47


84.77,7.16,0.75,1091.68


84.78,7.17,0.60,1091.85


84.80,7.15,0.62,1092.03


84.82,7.17,0.78,1092.25


84.84,7.17,0.81,1092.47


84.85,7.14,0.70,1092.67


84.87,7.16,0.73,1092.88


84.89,7.17,0.67,1093.07


84.90,7.17,0.62,1093.24


84.92,7.14,0.75,1093.45


84.94,7.15,0.78,1093.67


84.95,7.15,0.81,1093.90


84.97,7.16,0.78,1094.12


84.99,7.15,0.86,1094.37


85.00,7.16,0.70,1094.56


85.02,7.16,0.81,1094.79


85.04,7.14,0.89,1095.04


85.06,7.14,0.67,1095.23


85.07,7.15,0.83,1095.47


85.09,7.14,0.67,1095.66


85.11,7.16,0.73,1095.86


85.12,7.16,0.65,1096.04


85.14,7.16,0.73,1096.25


85.16,7.17,0.67,1096.44


85.17,7.16,0.62,1096.61


85.19,7.16,0.70,1096.81


85.21,7.15,0.78,1097.03


85.22,7.15,0.70,1097.23


85.24,7.14,0.73,1097.43


85.26,7.15,0.73,1097.64


85.28,7.15,0.89,1097.89


85.29,7.15,0.78,1098.11


85.31,7.16,0.67,1098.30


85.33,7.16,0.73,1098.51


85.34,7.15,0.83,1098.74


85.36,7.17,0.81,1098.97


85.38,7.15,0.70,1099.17


85.39,7.16,0.67,1099.36


85.41,7.18,0.78,1099.58


85.43,7.17,0.65,1099.76


85.44,7.17,0.60,1099.93


85.46,7.15,0.78,1100.15


85.48,7.16,0.75,1100.36


85.50,7.15,0.70,1100.56


85.51,7.13,0.81,1100.78


85.53,7.16,0.73,1100.99


85.55,7.14,0.86,1101.23


85.56,7.14,0.67,1101.42


85.58,7.16,0.70,1101.62


85.60,7.16,0.67,1101.81


85.61,7.16,0.73,1102.02


85.63,7.16,0.83,1102.25


85.65,7.14,0.89,1102.50


85.66,7.16,0.78,1102.72


85.68,7.14,0.81,1102.95


85.70,7.15,0.75,1103.16


85.72,7.14,0.86,1103.40


85.73,7.14,0.75,1103.61


85.75,7.15,0.67,1103.80


85.77,7.15,0.70,1104.00


85.78,7.14,0.83,1104.24


85.80,7.16,0.81,1104.47


85.82,7.16,0.67,1104.66


85.83,7.16,0.81,1104.88


85.85,7.13,0.78,1105.10


85.87,7.15,0.62,1105.28


85.88,7.14,0.81,1105.51


85.90,7.16,0.70,1105.70


85.92,7.16,0.70,1105.90


85.94,7.16,0.70,1106.10


85.95,7.16,0.75,1106.31


85.97,7.15,0.81,1106.54


85.99,7.14,0.78,1106.76


86.00,7.15,0.86,1107.00


86.02,7.14,0.65,1107.18


86.04,7.15,0.75,1107.40


86.05,7.15,0.70,1107.59


86.07,7.14,0.54,1107.75


86.09,7.14,0.70,1107.94


86.10,7.15,0.75,1108.16


86.12,7.14,0.78,1108.38


86.14,7.15,0.70,1108.58


86.16,7.16,0.75,1108.79


86.17,7.16,0.78,1109.01


86.19,7.14,0.78,1109.23


86.21,7.16,0.57,1109.39


86.22,7.16,0.67,1109.58


86.24,7.13,0.89,1109.83


86.26,7.15,0.75,1110.04


86.27,7.14,0.67,1110.23


86.29,7.14,0.78,1110.45


86.31,7.15,0.73,1110.66


86.32,7.16,0.70,1110.85


86.34,7.14,0.73,1111.06


86.36,7.15,0.83,1111.29


86.38,7.14,0.73,1111.50


86.39,7.16,0.81,1111.73


86.41,7.14,0.81,1111.95


86.43,7.16,0.75,1112.17


86.44,7.15,0.81,1112.39
